City,Cu St ID,Order Date,Order ID,Ship Date,Ship Mode,State,Zip Code
San Angelo,JM-15865,2019-12-01,CA-2016-130393,2019-12-03,Second Class,Texas,76903
Lancaster,DB-13660,2019-12-31,US-2017-105830,2020-01-02,First Class,Ohio,43130
Bossier City,NB-18580,2017-10-22,CA-2014-151967,2017-10-26,Standard Class,Louisiana,71111
Columbus,AR-10825,2020-11-02,CA-2017-141425,2020-11-06,Second Class,Ohio,43229
Philadelphia,KB-16240,2018-11-07,CA-2015-134922,2018-11-11,Standard Class,Pennsylvania,19140
Franklin,JO-15145,2019-01-08,US-2016-100461,2019-01-12,Standard Class,Wisconsin,53132
Long Beach,AR-10825,2018-03-08,CA-2015-160213,2018-03-13,Standard Class,New York,11561
Madison,SS-20590,2019-09-02,CA-2016-116540,2019-09-02,Same Day,Wisconsin,53711
Meridian,NZ-18565,2020-10-06,US-2017-148054,2020-10-11,Standard Class,Idaho,83642
Los Angeles,AJ-10945,2018-12-14,CA-2015-126347,2018-12-19,Second Class,California,90045
Miramar,DK-12895,2020-11-15,CA-2017-108112,2020-11-20,Standard Class,Florida,33023
Philadelphia,BD-11770,2020-01-29,CA-2017-145338,2020-02-01,First Class,Pennsylvania,19120
Lakewood,VW-21775,2019-10-21,CA-2016-125080,2019-10-26,Standard Class,Ohio,44107
San Francisco,BC-11125,2020-05-19,CA-2017-113530,2020-05-21,Second Class,California,94109
Moreno Valley,DN-13690,2019-12-22,CA-2016-114860,2019-12-28,Standard Class,California,92553
Austin,AS-10045,2020-08-01,CA-2017-162691,2020-08-07,Standard Class,Texas,78745
Oxnard,LB-16795,2019-12-01,US-2016-155768,2019-12-01,Same Day,California,93030
New York City,EM-13810,2018-08-24,CA-2015-139584,2018-08-28,Standard Class,New York,10009
Amarillo,NR-18550,2019-05-02,CA-2016-109400,2019-05-06,Standard Class,Texas,79109
Portland,EM-13960,2018-10-01,CA-2015-156566,2018-10-04,First Class,Oregon,97206
San Diego,AZ-10750,2019-02-05,CA-2016-100993,2019-02-10,Standard Class,California,92037
Louisville,KC-16675,2020-05-26,CA-2017-123687,2020-05-29,First Class,Kentucky,40214
Murfreesboro,DJ-13510,2020-11-03,CA-2017-153339,2020-11-05,Second Class,Tennessee,37130
Lawton,Co-12640,2017-06-20,US-2014-112949,2017-06-27,Standard Class,Oklahoma,73505
Detroit,HK-14890,2017-06-10,CA-2014-144281,2017-06-15,Second Class,Michigan,48234
Bolingbrook,FM-14380,2020-06-25,CA-2017-134796,2020-07-01,Standard Class,Illinois,60440
San Francisco,LS-17245,2017-10-16,US-2014-109456,2017-10-17,Same Day,California,94110
Salem,MG-17890,2020-08-31,CA-2017-127712,2020-09-05,Standard Class,Oregon,97301
Riverside,TB-21190,2020-11-10,CA-2017-162096,2020-11-10,Same Day,California,92503
Canton,SZ-20035,2020-11-25,CA-2017-129000,2020-11-27,Second Class,Michigan,48187
Memphis,MY-17380,2020-11-24,US-2017-128118,2020-12-01,Standard Class,Tennessee,38109
Des Moines,BM-11140,2019-09-02,CA-2016-106278,2019-09-05,Second Class,Washington,98198
Aurora,DP-13390,2018-05-10,CA-2015-129217,2018-05-10,Same Day,Illinois,60505
San Diego,MH-17620,2018-12-05,CA-2015-156440,2018-12-09,Standard Class,California,92105
Springfield,DK-12835,2020-10-21,CA-2017-167094,2020-10-22,First Class,Oregon,97477
Los Angeles,KD-16615,2020-03-16,CA-2017-129294,2020-03-21,Standard Class,California,90032
Taylor,KB-16600,2017-12-30,CA-2014-130960,2018-01-04,Standard Class,Michigan,48180
Rochester,MS-17770,2018-05-28,CA-2015-135020,2018-06-02,Standard Class,New York,14609
Houston,RD-19810,2019-09-02,CA-2016-112739,2019-09-07,Second Class,Texas,77070
Little Rock,CK-12595,2019-06-06,US-2016-167472,2019-06-07,First Class,Arkansas,72209
Columbus,RF-19840,2020-04-16,CA-2017-136497,2020-04-20,Standard Class,Ohio,43229
Los Angeles,SR-20740,2017-02-20,CA-2014-164903,2017-02-24,Standard Class,California,90049
New York City,SU-20665,2019-07-01,US-2016-126431,2019-07-01,Same Day,New York,10009
Miami,MH-17290,2019-12-29,US-2016-135209,2019-12-31,Second Class,Florida,33178
Seattle,FM-14215,2020-03-25,CA-2017-143651,2020-03-30,Standard Class,Washington,98103
Westfield,Dp-13240,2019-01-15,CA-2016-152072,2019-01-19,Standard Class,New Jersey,7090
Dearborn Heights,RD-19900,2017-04-05,CA-2014-149104,2017-04-07,Second Class,Michigan,48127
Corpus Christi,MD-17860,2017-12-02,US-2014-117744,2017-12-06,Standard Class,Texas,78415
Arlington,SR-20740,2017-11-05,CA-2014-133634,2017-11-10,Standard Class,Virginia,22204
Jacksonville,VG-21790,2017-08-08,CA-2014-156790,2017-08-10,Second Class,Florida,32216
New York City,BT-11530,2017-12-22,CA-2014-146864,2017-12-26,Standard Class,New York,10024
Inglewood,BB-10990,2020-09-16,CA-2017-118136,2020-09-17,First Class,California,90301
Quincy,TD-20995,2020-06-15,CA-2017-111178,2020-06-22,Standard Class,Illinois,62301
Columbus,BP-11155,2020-07-10,CA-2017-128629,2020-07-14,Second Class,Georgia,31907
Lakewood,JM-15535,2019-04-17,CA-2016-108735,2019-04-21,Standard Class,California,90712
Alexandria,DD-13570,2020-11-19,CA-2017-110926,2020-11-23,Standard Class,Virginia,22304
Skokie,BW-11200,2020-06-08,US-2017-106579,2020-06-13,Standard Class,Illinois,60076
San Francisco,JO-15145,2020-10-27,CA-2017-130764,2020-10-28,First Class,California,94110
Little Rock,IG-15085,2020-10-20,CA-2017-158743,2020-10-27,Standard Class,Arkansas,72209
North Las Vegas,NM-18445,2017-02-08,CA-2014-125759,2017-02-09,First Class,Nevada,89031
Glendale,FO-14305,2020-06-08,US-2017-107979,2020-06-13,Standard Class,Arizona,85301
Portland,DK-12835,2020-09-09,CA-2017-168403,2020-09-15,Standard Class,Oregon,97206
Springfield,KN-16390,2018-08-21,CA-2015-154823,2018-08-25,Standard Class,Ohio,45503
Henderson,PS-18970,2018-11-30,CA-2015-140830,2018-12-02,Second Class,Kentucky,42420
Chicago,JD-16015,2017-12-14,CA-2014-148950,2017-12-19,Standard Class,Illinois,60610
Jacksonville,LS-17245,2018-12-21,CA-2015-165414,2018-12-24,First Class,North Carolina,28540
Philadelphia,EB-13705,2017-12-15,CA-2014-129938,2017-12-17,Second Class,Pennsylvania,19140
San Diego,RD-19480,2018-12-14,CA-2015-146696,2018-12-19,Standard Class,California,92105
Huntsville,MH-18115,2020-12-25,CA-2017-114055,2020-12-29,Second Class,Alabama,35810
Missoula,JO-15280,2018-12-31,CA-2015-109197,2019-01-04,Standard Class,Montana,59801
Allen,AW-10840,2018-11-29,CA-2015-129112,2018-11-30,First Class,Texas,75002
Bloomington,MC-18100,2018-12-17,US-2015-129637,2018-12-22,Standard Class,Illinois,61701
Seattle,CL-12565,2017-07-12,CA-2014-131310,2017-07-18,Standard Class,Washington,98115
San Francisco,NC-18535,2017-07-23,CA-2014-145254,2017-07-27,Standard Class,California,94122
New York City,RP-19390,2019-08-19,CA-2016-101980,2019-08-20,First Class,New York,10009
Los Angeles,JD-15895,2017-03-26,CA-2014-138436,2017-03-30,Standard Class,California,90036
Seattle,LL-16840,2018-06-04,CA-2015-164833,2018-06-04,Same Day,Washington,98105
Seattle,SC-20230,2020-08-03,CA-2017-141747,2020-08-08,Second Class,Washington,98105
Chicago,DP-13000,2020-08-26,CA-2017-157350,2020-09-01,Standard Class,Illinois,60610
Helena,AW-10930,2018-11-13,CA-2015-144519,2018-11-17,Standard Class,Montana,59601
Indianapolis,HF-14995,2020-12-09,CA-2017-129833,2020-12-15,Standard Class,Indiana,46203
Springfield,SE-20110,2017-11-25,US-2014-107993,2017-11-30,Standard Class,Oregon,97477
Murray,Dp-13240,2017-05-26,CA-2014-129574,2017-05-29,First Class,Utah,84107
San Diego,TN-21040,2019-12-16,CA-2016-155446,2019-12-23,Standard Class,California,92024
Minneapolis,DL-12925,2018-05-08,CA-2015-136798,2018-05-12,Standard Class,Minnesota,55407
Fairfield,RC-19825,2019-01-15,CA-2016-140746,2019-01-15,Same Day,Connecticut,6824
San Francisco,TS-21205,2017-11-17,CA-2014-140662,2017-11-19,First Class,California,94109
San Antonio,EB-13870,2017-05-05,CA-2014-110219,2017-05-08,First Class,Texas,78207
Philadelphia,DK-13225,2018-12-03,CA-2015-122756,2018-12-07,Standard Class,Pennsylvania,19140
Houston,KL-16645,2020-05-23,CA-2017-164042,2020-05-27,Standard Class,Texas,77095
Nashville,PK-19075,2019-04-16,CA-2016-166282,2019-04-22,Standard Class,Tennessee,37211
Jackson,HP-14815,2018-10-31,CA-2015-122259,2018-11-04,Standard Class,Michigan,49201
New York City,SW-20275,2019-11-10,CA-2016-127761,2019-11-14,Standard Class,New York,10009
Burlington,PO-18850,2020-12-26,US-2017-106705,2021-01-01,Standard Class,Iowa,52601
San Francisco,AH-10030,2018-12-27,CA-2015-130113,2018-12-31,Standard Class,California,94122
Seattle,BP-11185,2020-12-10,US-2017-140907,2020-12-12,Second Class,Washington,98103
Philadelphia,DM-13015,2020-11-03,CA-2017-110429,2020-11-08,Standard Class,Pennsylvania,19143
New York City,MZ-17515,2020-03-23,CA-2017-136511,2020-03-25,Second Class,New York,10011
Los Angeles,TT-21265,2018-08-15,CA-2015-162369,2018-08-19,Standard Class,California,90045
Pasadena,AS-10045,2020-10-03,CA-2017-101749,2020-10-08,Standard Class,California,91104
Atlanta,JE-15610,2020-03-31,CA-2017-133263,2020-04-02,Second Class,Georgia,30318
Pembroke Pines,SC-20380,2020-02-03,CA-2017-126354,2020-02-08,Standard Class,Florida,33024
Seattle,MC-17275,2019-01-22,CA-2016-146318,2019-01-27,Standard Class,Washington,98105
Los Angeles,JF-15190,2020-04-02,US-2017-123281,2020-04-07,Standard Class,California,90008
Lawrence,JB-15400,2020-08-19,CA-2017-132339,2020-08-23,Standard Class,Massachusetts,1841
Los Angeles,JM-15865,2020-09-12,US-2017-109582,2020-09-17,Second Class,California,90036
Akron,JM-15865,2020-05-16,CA-2017-166576,2020-05-18,First Class,Ohio,44312
Mesa,TW-21025,2020-10-27,CA-2017-134880,2020-11-01,Standard Class,Arizona,85204
College Station,AF-10870,2020-11-19,US-2017-139969,2020-11-26,Standard Class,Texas,77840
Kissimmee,JL-15235,2020-04-28,CA-2017-137631,2020-05-02,Standard Class,Florida,34741
Florence,GB-14530,2020-04-01,CA-2017-129028,2020-04-03,First Class,South Carolina,29501
Chicago,EK-13795,2018-12-19,CA-2015-109113,2018-12-23,Standard Class,Illinois,60610
Monroe,JH-15820,2018-11-21,CA-2015-102778,2018-11-24,First Class,North Carolina,28110
Los Angeles,TB-21250,2019-10-07,CA-2016-162614,2019-10-13,Standard Class,California,90049
New York City,SE-20110,2018-04-11,CA-2015-111164,2018-04-15,Standard Class,New York,10009
Waco,CB-12025,2020-02-05,CA-2017-131282,2020-02-08,Second Class,Texas,76706
Thousand Oaks,DL-13495,2020-10-15,CA-2017-142643,2020-10-20,Standard Class,California,91360
Houston,NC-18625,2018-05-02,CA-2015-116687,2018-05-07,Standard Class,Texas,77095
Richmond,VB-21745,2020-11-06,CA-2017-154816,2020-11-10,Standard Class,Kentucky,40475
Jackson,SH-20635,2018-11-26,CA-2015-166975,2018-11-30,Standard Class,Tennessee,38301
Niagara Falls,JK-15205,2017-07-11,CA-2014-166555,2017-07-14,First Class,New York,14304
New York City,RR-19525,2019-02-28,CA-2016-101623,2019-03-06,Standard Class,New York,10035
San Francisco,ED-13885,2019-10-24,CA-2016-118311,2019-10-28,Standard Class,California,94110
Greeley,SO-20335,2020-04-23,CA-2017-101700,2020-04-26,First Class,Colorado,80634
Rochester,RD-19810,2020-12-16,CA-2017-104381,2020-12-23,Standard Class,New York,14609
Sioux Falls,EM-13825,2020-07-20,CA-2017-122035,2020-07-25,Standard Class,South Dakota,57103
Milwaukee,CM-12235,2019-05-26,CA-2016-149237,2019-05-30,Standard Class,Wisconsin,53209
Seattle,JK-15640,2020-07-03,CA-2017-168109,2020-07-03,Same Day,Washington,98105
Oswego,SS-20410,2017-09-07,CA-2014-126193,2017-09-14,Standard Class,Illinois,60543
Austin,EB-14170,2018-11-28,CA-2015-142930,2018-12-02,Standard Class,Texas,78745
Columbus,KN-16390,2017-12-02,CA-2014-132864,2017-12-07,Standard Class,Ohio,43229
Dublin,DB-13555,2020-09-08,CA-2017-158036,2020-09-14,Standard Class,Ohio,43017
Los Angeles,SN-20560,2018-11-20,CA-2015-144652,2018-11-26,Standard Class,California,90008
Philadelphia,MW-18220,2018-07-05,CA-2015-164336,2018-07-10,Standard Class,Pennsylvania,19140
Arlington,BF-11020,2020-09-08,US-2017-124779,2020-09-11,First Class,Texas,76017
Columbus,JP-16135,2019-12-08,CA-2016-124562,2019-12-12,Standard Class,Ohio,43229
New York City,SP-20545,2020-02-06,US-2017-101840,2020-02-12,Standard Class,New York,10024
Philadelphia,CC-12100,2019-07-07,CA-2016-129308,2019-07-13,Standard Class,Pennsylvania,19120
Camarillo,CB-12535,2018-05-14,CA-2015-100146,2018-05-19,Standard Class,California,93010
Auburn,LM-17065,2019-12-04,CA-2016-105277,2019-12-08,Standard Class,New York,13021
New York City,TC-21295,2020-05-06,CA-2017-167668,2020-05-08,First Class,New York,10035
Long Beach,PJ-19015,2019-07-20,CA-2016-137939,2019-07-23,Second Class,New York,11561
Rochester,LL-16840,2017-04-29,CA-2014-134061,2017-05-04,Standard Class,New York,14609
Philadelphia,EB-13870,2020-03-10,CA-2017-130967,2020-03-16,Standard Class,Pennsylvania,19140
Atlantic City,JK-15325,2019-01-31,CA-2016-158043,2019-02-04,Second Class,New Jersey,8401
Los Angeles,JL-15835,2020-02-02,CA-2017-161333,2020-02-07,Standard Class,California,90045
Buffalo Grove,BM-11785,2017-09-02,CA-2014-106971,2017-09-08,Standard Class,Illinois,60089
Grand Island,TM-21010,2020-09-18,CA-2017-134439,2020-09-23,Second Class,Nebraska,68801
Lancaster,GP-14740,2017-04-06,CA-2014-136742,2017-04-10,Standard Class,Pennsylvania,17602
Saint Cloud,KB-16240,2020-09-24,CA-2017-142034,2020-09-28,Standard Class,Minnesota,56301
Philadelphia,DV-13045,2020-12-04,CA-2017-139773,2020-12-04,Same Day,Pennsylvania,19143
Cleveland,CA-12055,2019-11-24,CA-2016-125661,2019-11-26,First Class,Ohio,44105
Macon,ND-18460,2018-07-13,US-2015-140851,2018-07-15,Second Class,Georgia,31204
Roseville,LC-16885,2019-10-13,CA-2016-145583,2019-10-19,Standard Class,California,95661
Philadelphia,PS-18760,2020-09-14,CA-2017-156237,2020-09-15,First Class,Pennsylvania,19140
Toledo,ML-17755,2020-11-30,US-2017-120089,2020-11-30,Same Day,Ohio,43615
Detroit,SC-20695,2017-12-16,CA-2014-151379,2017-12-20,Standard Class,Michigan,48227
New York City,KA-16525,2020-11-24,CA-2017-168641,2020-12-01,Standard Class,New York,10035
Decatur,EH-14185,2017-05-22,CA-2014-143840,2017-05-29,Standard Class,Alabama,35601
Lawton,BD-11620,2020-10-22,CA-2017-130211,2020-10-22,Same Day,Oklahoma,73505
New York City,SH-19975,2019-11-10,CA-2016-125164,2019-11-14,Standard Class,New York,10011
Philadelphia,TB-21625,2020-11-30,US-2017-165456,2020-12-03,First Class,Pennsylvania,19134
New York City,CD-11920,2020-11-20,CA-2017-111556,2020-11-22,First Class,New York,10035
New York City,HA-14905,2019-09-20,CA-2016-145611,2019-09-24,Standard Class,New York,10035
Oakland,RD-19660,2018-10-24,CA-2015-149650,2018-10-27,First Class,California,94601
Richmond,HR-14770,2020-01-14,CA-2017-113278,2020-01-20,Standard Class,Indiana,47374
New York City,EB-13705,2020-11-12,CA-2017-134978,2020-11-15,Second Class,New York,10024
Meriden,RS-19420,2017-08-05,US-2014-117968,2017-08-07,Second Class,Connecticut,6450
Los Angeles,AM-10360,2020-12-02,CA-2017-109701,2020-12-03,Same Day,California,90032
Owensboro,CC-12220,2018-05-07,CA-2015-147879,2018-05-12,Standard Class,Kentucky,42301
New York City,CC-12670,2020-12-01,CA-2017-163139,2020-12-03,Second Class,New York,10009
Eau Claire,AG-10900,2019-12-08,CA-2016-160108,2019-12-12,Standard Class,Wisconsin,54703
Richmond,PJ-18835,2020-11-03,CA-2017-103009,2020-11-05,Second Class,Kentucky,40475
Wheeling,NF-18385,2020-10-12,CA-2017-130505,2020-10-12,Same Day,West Virginia,26003
Des Moines,AB-10060,2018-09-18,CA-2015-150511,2018-09-24,Standard Class,Washington,98198
Los Angeles,JC-15340,2020-09-07,US-2017-129441,2020-09-11,Standard Class,California,90032
Chattanooga,ZD-21925,2019-05-05,US-2016-147991,2019-05-09,Standard Class,Tennessee,37421
San Francisco,JO-15550,2020-04-16,US-2017-138086,2020-04-20,Standard Class,California,94109
Everett,XP-21865,2020-11-17,CA-2017-138163,2020-11-20,First Class,Massachusetts,2149
Fayetteville,RL-19615,2020-08-31,US-2017-135062,2020-09-04,Second Class,North Carolina,28314
Houston,PO-18850,2018-11-13,CA-2015-130183,2018-11-17,Standard Class,Texas,77041
Chicago,CL-11890,2017-07-26,US-2014-155894,2017-07-30,Second Class,Illinois,60623
Toledo,JD-16015,2020-09-09,CA-2017-152198,2020-09-10,First Class,Ohio,43615
Columbus,RB-19570,2020-12-05,CA-2017-130351,2020-12-08,First Class,Indiana,47201
New York City,AR-10825,2020-07-20,US-2017-108343,2020-07-25,Standard Class,New York,10009
New York City,WB-21850,2019-01-15,CA-2016-137848,2019-01-21,Standard Class,New York,10011
Los Angeles,PF-19225,2019-12-29,US-2016-163258,2020-01-02,Standard Class,California,90045
Los Angeles,DB-13660,2020-09-23,CA-2017-121853,2020-09-29,Standard Class,California,90036
Dallas,HM-14860,2017-07-21,CA-2014-129189,2017-07-25,Standard Class,Texas,75217
Chicago,RC-19825,2019-06-06,CA-2016-125318,2019-06-13,Standard Class,Illinois,60610
Minneapolis,MH-17455,2020-02-13,CA-2017-154809,2020-02-17,Standard Class,Minnesota,55407
Chicago,BK-11260,2017-12-06,US-2014-140452,2017-12-10,Standard Class,Illinois,60610
Los Angeles,GM-14695,2020-09-04,CA-2017-102750,2020-09-08,Second Class,California,90036
Baltimore,KN-16450,2020-11-08,CA-2017-155621,2020-11-13,Standard Class,Maryland,21215
Springfield,AH-10690,2019-05-30,CA-2016-113831,2019-06-03,Standard Class,Virginia,22153
Carrollton,EA-14035,2019-06-20,CA-2016-108581,2019-06-26,Standard Class,Texas,75007
Dallas,TH-21235,2020-06-08,CA-2017-132682,2020-06-10,Second Class,Texas,75081
Los Angeles,KT-16480,2020-08-20,CA-2017-105326,2020-08-27,Standard Class,California,90036
Houston,ME-17320,2020-11-13,US-2017-124926,2020-11-18,Second Class,Texas,77095
Marlborough,PO-18865,2019-09-17,US-2016-152415,2019-09-22,Standard Class,Massachusetts,1752
San Francisco,KH-16510,2020-12-08,CA-2017-117457,2020-12-12,Standard Class,California,94110
Everett,SA-20830,2020-10-28,CA-2017-160661,2020-11-01,Standard Class,Massachusetts,2149
Philadelphia,MC-18100,2020-10-30,CA-2017-152807,2020-11-03,Standard Class,Pennsylvania,19140
Covington,SN-20710,2019-09-26,CA-2016-169957,2019-09-30,Standard Class,Washington,98042
League City,MB-17305,2020-10-09,CA-2017-163125,2020-10-11,Second Class,Texas,77573
San Diego,AG-10900,2018-09-05,CA-2015-130785,2018-09-09,Standard Class,California,92105
Jackson,SP-20650,2019-03-08,US-2016-140172,2019-03-13,Standard Class,Michigan,49201
Columbia,GA-14725,2017-02-11,CA-2014-168368,2017-02-15,Second Class,Missouri,65203
Providence,DB-13270,2019-12-02,CA-2016-163804,2019-12-08,Standard Class,Rhode Island,2908
Woodland,JE-16165,2020-10-20,US-2017-146416,2020-10-22,Second Class,California,95695
San Francisco,AS-10630,2018-09-03,US-2015-146745,2018-09-08,Standard Class,California,94110
Arlington,MZ-17515,2019-06-11,CA-2016-169922,2019-06-17,Standard Class,Texas,76017
Fort Worth,NC-18415,2017-12-27,CA-2014-165393,2017-12-30,First Class,Texas,76106
New York City,DK-13225,2019-07-03,CA-2016-168543,2019-07-07,Standard Class,New York,10035
San Francisco,DN-13690,2019-06-26,CA-2016-114951,2019-07-03,Standard Class,California,94109
Thomasville,CS-12505,2019-11-13,CA-2016-121958,2019-11-17,Standard Class,North Carolina,27360
San Jose,NS-18505,2020-10-01,CA-2017-129378,2020-10-02,First Class,California,95123
New York City,MF-18250,2018-08-09,CA-2015-128013,2018-08-16,Standard Class,New York,10035
Houston,MA-17560,2019-08-18,CA-2016-128916,2019-08-20,Second Class,Texas,77070
New Bedford,NC-18535,2020-12-24,CA-2017-148355,2020-12-28,Standard Class,Massachusetts,2740
Philadelphia,BP-11290,2020-01-09,CA-2017-154760,2020-01-13,Standard Class,Pennsylvania,19140
Newport News,MK-18160,2020-05-04,CA-2017-128755,2020-05-08,Standard Class,Virginia,23602
Lancaster,DM-13015,2020-08-24,CA-2017-139717,2020-08-26,Second Class,Ohio,43130
Los Angeles,CB-12025,2018-08-28,CA-2015-121188,2018-09-04,Standard Class,California,90049
Tampa,CS-12400,2020-04-07,US-2017-100930,2020-04-12,Standard Class,Florida,33614
New York City,EH-14185,2019-04-04,CA-2016-167115,2019-04-09,Standard Class,New York,10035
Raleigh,FA-14230,2018-07-02,CA-2015-140718,2018-07-04,First Class,North Carolina,27604
New Albany,DP-13000,2018-04-18,CA-2015-115742,2018-04-22,Standard Class,Indiana,47150
Lakewood,MG-17650,2020-03-16,CA-2017-152135,2020-03-18,Second Class,Ohio,44107
New York City,KH-16330,2017-11-20,CA-2014-140396,2017-11-25,Standard Class,New York,10024
